0,1024,4608,8192,4096,1,0,0,0,1.034,0,1.177,0.571,0,3.829,232,2,253,255,13,69,129,3,1.0,0,not packed
0,1024,22016,4096,4096,1,0,0,0,1.005,1,2.667,0.0,0,2.695,85,229,4,36,2,255,38,93,9.0,1,not packed
0,1024,140288,69632,4096,1,0,0,0,1.009,0,1.127,0.479,0,3.829,232,249,104,160,0,199,0,4,2.0,0,not packed
0,1024,22016,4096,4096,1,0,0,0,1.005,1,2.667,0.0,0,2.694,85,229,4,36,2,255,38,93,9.0,1,not packed
0,1024,19968,8192,4096,1,0,0,0,1.005,0,1.021,0.386,0,3.851,232,40,254,255,12,52,199,232,11.0,0,not packed
0,1024,462336,4096,4096,1,0,0,0,1.001,0,1.007,0.373,0,4.165,232,147,0,0,0,0,0,60,5.0,0,not packed
0,1024,106496,4096,4096,1,0,0,0,1.003,0,1.085,0.79,0,3.953,232,130,254,255,65,159,89,89,3.0,0,not packed
0,1024,26112,4096,4096,1,0,0,0,1.111,0,1.111,0.396,0,3.974,232,4,253,255,117,27,119,0,0.0,0,not packed
0,1024,16384,4096,4096,1,0,0,0,1.003,0,1.108,0.404,0,3.767,232,3,253,255,69,116,5,7,7.0,1,not packed
0,1024,26624,4096,4096,1,0,0,0,1.004,0,1.091,0.549,0,3.843,232,4,253,255,117,0,96,255,1.0,0,not packed
0,1024,3584,8192,4096,1,0,0,0,1.054,0,1.641,0.566,0,3.697,232,3,253,255,13,204,204,204,1.0,0,not packed
0,1024,61440,524288,4096,1,0,0,0,1.001,0,1.183,0.94,0,4.002,232,0,217,255,255,187,255,141,3.0,0,not packed
0,512,9728,4096,8192,1,0,0,0,1.001,0,42.667,1.001,0,2.667,255,0,0,0,0,48,14,0,0.0,0,not packed
0,1024,22016,4096,4096,1,0,0,0,1.005,1,2.667,0.0,0,2.694,85,229,4,36,2,255,38,93,9.0,1,not packed
0,1024,20480,8192,4096,1,0,0,0,1.102,0,1.102,0.552,0,3.798,232,2,253,255,255,61,25,34,1.0,0,not packed
0,1024,161792,4096,4096,1,0,0,0,1.003,0,1.024,0.396,0,3.942,232,93,0,0,0,0,0,60,5.0,1,not packed
0,1024,95744,4096,4096,1,0,0,0,1.004,0,1.167,0.126,0,3.926,232,90,0,0,0,0,0,60,10.0,1,not packed
0,512,17408,4096,8192,1,0,0,0,1.048,0,42.667,1.005,0,2.797,255,0,0,0,0,0,0,0,0.0,0,not packed
0,1024,4231680,16384,4096,1,0,0,0,1.004,1,1.032,0.0,0,3.554,85,236,0,0,88,80,232,96,4.0,0,not packed
0,4096,8640000,4096,4096,1,0,0,0,1.0,0,1.882,0.516,0,4.222,232,205,254,255,117,133,255,116,12.0,1,not packed
0,1024,26112,4096,4096,1,0,0,0,1.018,0,1.141,0.399,0,3.874,232,4,253,255,117,27,119,0,0.0,0,not packed
0,1024,48128,4096,4096,1,0,0,0,1.011,0,1.1,0.321,0,4.221,232,4,254,255,117,255,64,64,0.0,0,not packed
0,1024,28160,4096,4096,1,0,0,0,1.002,0,1.075,0.412,0,3.763,232,23,254,255,233,69,192,30,3.0,0,not packed
0,1024,8704,4096,4096,1,0,0,0,1.058,0,6.4,0.49,0,3.724,232,3,254,255,21,255,64,0,1.0,0,not packed
0,1024,13312,8192,4096,1,0,0,0,1.002,0,1.221,0.531,0,3.827,232,27,254,255,255,0,16,139,10.0,0,not packed
