0,0,2,3,1024,2,1,4096,2,1,0,0,8,1,2,7,5,0,4,232,2,0,253,255,13,129,3,9,0,0,not packed
0,0,1,4,1024,3,0,4096,2,1,0,0,7,2,2,8,1,0,2,85,229,131,4,36,2,38,93,9,4,1,not packed
0,2,2,5,1024,8,2,4096,2,1,0,0,7,1,2,6,5,0,4,232,249,255,104,160,0,0,4,10,1,0,not packed
0,1,1,4,1024,3,0,4096,2,1,0,0,7,2,2,8,1,0,2,85,229,131,4,36,2,38,93,9,4,1,not packed
0,1,2,8,1024,3,1,4096,2,1,0,0,7,1,2,5,5,0,4,232,40,0,254,255,12,199,232,9,4,0,not packed
0,2,2,9,1024,10,0,4096,2,1,0,0,7,1,2,5,5,0,5,232,147,0,0,0,0,0,60,10,3,0,not packed
0,2,2,9,1024,7,0,4096,2,1,0,0,7,1,2,6,5,0,5,232,130,0,254,255,65,89,89,10,1,0,not packed
0,0,2,2,1024,3,0,4096,2,1,0,0,9,1,2,6,5,0,5,232,4,0,253,255,117,119,0,9,0,0,not packed
0,0,2,3,1024,3,0,4096,2,1,0,0,7,1,2,6,5,0,4,232,3,0,253,255,69,5,7,9,4,1,not packed
0,1,2,4,1024,4,0,4096,2,1,0,0,7,1,2,6,5,0,4,232,4,0,253,255,117,96,255,10,0,0,not packed
0,0,2,3,1024,2,1,4096,2,1,0,0,9,1,2,8,5,0,4,232,3,0,253,255,13,204,204,8,0,0,not packed
0,1,2,5,1024,6,2,4096,2,1,0,0,7,1,2,7,5,0,5,232,0,0,217,255,255,255,141,9,1,0,not packed
0,0,1,4,512,2,0,8192,2,1,0,0,7,1,1,9,5,0,2,255,0,32,0,0,0,14,0,1,0,0,not packed
0,1,1,4,1024,3,0,4096,2,1,0,0,7,2,2,8,1,0,2,85,229,131,4,36,2,38,93,9,4,1,not packed
0,1,2,2,1024,3,1,4096,2,1,0,0,9,1,2,6,5,0,4,232,2,0,253,255,255,25,34,8,0,0,not packed
0,2,2,7,1024,8,0,4096,2,1,0,0,7,1,2,5,5,0,5,232,93,0,0,0,0,0,60,10,3,1,not packed
0,1,2,7,1024,7,0,4096,2,1,0,0,7,1,2,7,3,0,5,232,90,0,0,0,0,0,60,10,4,1,not packed
0,0,1,2,512,3,0,8192,2,1,0,0,8,1,1,9,5,0,2,255,0,32,0,0,0,0,0,1,0,0,not packed
0,1,2,4,1024,10,2,4096,2,1,0,0,7,2,2,5,1,0,3,85,236,129,0,0,88,232,96,10,2,0,not packed
0,0,2,10,4096,10,0,4096,2,1,0,0,6,1,2,8,5,0,5,232,205,0,254,255,117,255,116,10,4,1,not packed
0,1,2,2,1024,3,0,4096,2,1,0,0,8,1,2,6,5,0,4,232,4,0,253,255,117,119,0,9,0,0,not packed
0,1,2,4,1024,5,0,4096,2,1,0,0,7,1,2,6,4,0,5,232,4,0,254,255,117,64,64,10,0,0,not packed
0,1,2,5,1024,4,0,4096,2,1,0,0,7,1,2,6,5,0,4,232,23,0,254,255,233,192,30,9,1,0,not packed
0,0,2,2,1024,2,0,4096,2,1,0,0,9,1,2,8,5,0,4,232,3,0,254,255,21,64,0,8,0,0,not packed
0,0,2,5,1024,3,1,4096,2,1,0,0,7,1,2,7,5,0,4,232,27,0,254,255,255,16,139,8,4,0,not packed
0,1,2,2,1024,3,0,4096,2,1,0,0,8,1,2,6,5,0,4,232,4,0,253,255,117,119,0,9,0,0,not packed
0,0,1,4,512,2,0,8192,2,1,0,0,8,1,1,9,5,0,2,255,0,32,0,0,0,0,0,1,0,0,not packed
0,1,1,3,512,4,0,8192,2,1,0,0,8,1,1,9,5,0,2,255,0,32,0,0,0,0,0,1,0,0,not packed
0,0,2,4,1024,2,1,4096,2,1,0,0,8,1,2,7,4,0,4,232,3,0,253,255,13,204,204,9,1,0,not packed
0,1,2,3,1024,7,1,4096,2,1,0,0,7,1,2,7,5,0,4,232,2,0,253,255,255,204,0,8,1,0,not packed
0,2,2,10,1024,9,0,4096,2,1,0,0,7,1,2,4,5,0,5,232,168,0,254,255,3,165,255,10,1,0,not packed
0,2,2,8,1024,10,0,4096,2,1,0,0,7,1,2,5,5,0,5,232,102,0,254,255,3,165,255,10,4,1,not packed
